triad,perimeter,area,polar_moment,side_ratio,normal_coefficient
"(1, 2, 8)",0.6519097789882844,0.0039803793797869615,0.05523196370108664,0.32369055185327716,0.06488885262251581
"(1, 2, 9)",0.6510737648154148,0.0030487075711093806,0.059228555015746365,0.20210572609267088,0.04982829151631047
"(1, 2, 10)",0.6495415684058076,0.0028426553698355068,0.05277123597470228,0.45879608183779697,0.04668000893204954
"(1, 2, 11)",0.6672125287396586,0.00855596542733588,0.05714202558523912,0.3397552353883731,0.1331561574922173
"(1, 2, 12)",0.6861629719077118,0.004501941444803143,0.07226654076917942,0.08709464756091946,0.06624695248313467
"(1, 2, 13)",0.809784190945293,0.008034587837306217,0.09047797689834221,0.2188836496071136,0.08488786947055596
"(1, 2, 14)",0.654000435051705,0.005079338124894041,0.05408926966479918,0.3922299412066602,0.08227571562844474
"(1, 2, 15)",0.6552895754102435,0.004761921293590559,0.05869564763783039,0.2330928178347493,0.07683096951233176
"(1, 2, 16)",0.6476685627089718,0.0004112037020598625,0.05260650224986809,0.4501203056278243,0.006791598442932947
"(1, 2, 17)",0.6483373826441132,0.0014918950669538696,0.05706929431663446,0.245551839069195,0.02458990040729623
"(1, 2, 18)",0.6477302330352221,0.0005659426000362866,0.05697556686168065,0.2454023845348172,0.009345545744960462
"(1, 2, 19)",0.6711781771452889,0.009255204169445194,0.05808653963422774,0.3283611421694094,0.1423413130801685
"(1, 3, 4)",0.8869333675340467,0.014024710061339454,0.09744945325629267,0.45975186918047684,0.1235186460659365
"(1, 3, 5)",0.9308317441295422,0.014802849227543617,0.10786157807564514,0.4373623633866611,0.11836507106972477
"(1, 3, 6)",0.4022576997223919,0.0007878747401588518,0.02549904956296561,0.05785229362964622,0.033734095028351445
"(1, 3, 7)",0.6039906765807465,0.013445359480824138,0.043274895110540286,0.5186764115895051,0.25534806278029204
"(1, 3, 8)",0.4086112563946832,0.0031305756530462508,0.020553683770333665,0.5229093279719227,0.1299044921114927
"(1, 3, 9)",0.5844196189871862,0.011800656108539167,0.04116652799253186,0.4702595391903171,0.23937412266285316
"(1, 3, 10)",0.4363808718282024,0.006074849922534828,0.023222616914576177,0.44280521863233413,0.22101653234609378
"(1, 3, 11)",0.39916190350583847,0.00043700789325867243,0.019978884355772514,0.44946312224210627,0.01900254326341667
"(1, 3, 12)",0.7105070908884445,0.014680418539282048,0.06082467157532759,0.5331380089852039,0.2014754911132463
"(1, 3, 13)",0.8289638937176225,0.016072953276378338,0.08400507964185773,0.5003343274545333,0.16204852083315474
